"Destination","FlightNumber","Code","Scheduled","Delay"
"St.Petersburg","G6 426","LED","2023/11/01 16:45","Ontime"
"Nizhny Novgorod","WZ 1348","GOJ","2023/11/01 16:55","Ontime"
"Moscow","SU 1861","SVO","2023/11/01 17:20","Ontime"
"Sochi","FV 6720","AER","2023/11/01 17:50","Ontime"
"Sochi","3F 349","AER","2023/11/01 18:00","Ontime"
"Samara","FV 6950","KUF","2023/11/01 18:20","Ontime"
"Moscow","A4 7030","VKO","2023/11/01 18:25","Ontime"
"Mineralnye Vody","FV 6934","MRV","2023/11/01 18:40","Ontime"
"Paris","TO 7491","ORY","2023/11/01 19:30","Ontime"
"Larnaca","W6 4558","LCA","2023/11/01 19:30","Ontime"
"Moscow","SU 1863","SVO","2023/11/01 20:30","Ontime"
"Moscow","G6 405","DME","2023/11/01 20:30","Ontime"
"Venice","W4 5484","VCE","2023/11/01 20:45","Ontime"
"St.Petersburg","FV 6926","LED","2023/11/01 21:30","Ontime"
"Kishinev","3F 533","KIV","2023/11/01 21:45","Ontime"
"Sochi","WZ 4330","AER","2023/11/01 21:50","Ontime"
"Doha","QR 288","DOH","2023/11/01 22:05","Ontime"
"St.Petersburg","3F 333","LED","2023/11/01 23:30","Ontime"
"Moscow","5G 709","SVO","2023/11/01 23:45","Ontime"
"Mineralnye Vody","A4 6030","MRV","2023/11/01 23:45","Departed"
"Moscow","WZ 4339","ZIA","2023/10/31 13:55","Departed"
"Mineralnye Vody","A4 6029","MRV","2023/10/31 13:55","Departed"
"Chelyabinsk","WZ 1225","CEK","2023/10/31 14:15","Departed"
"Tehran","IRB 9724","IKA","2023/10/31 14:40","Departed"
"Sochi","FV 6719","AER","2023/10/31 15:25","Departed"
"Tehran","G6 302","IKA","2023/10/31 15:30","Departed"
"Moscow","G6 404","DME","2023/10/31 15:45","Departed"
"Moscow","SU 1860","SVO","2023/10/31 16:25","Departed"
"St.Petersburg","UT 793","LED","2023/10/31 17:05","Departed"
"Samara","WZ 1355","KUF","2023/10/31 17:10","Departed"
"Moscow","A4 7029","VKO","2023/10/31 17:35","Departed"
"Kazan","WZ 4677","KZN","2023/10/31 18:10","Departed"
"Kishinev","3F 868","KIV","2023/10/31 18:30","Departed"
"Moscow","3F 316","DME","2023/10/31 18:30","Cancelled"
"Moscow","5G 510","VKO","2023/10/31 19:10","Departed"
"Yekaterinburg","WZ 1129","SVX","2023/10/31 19:10","Departed"
"Novosibirsk","3F 372","OVB","2023/10/31 19:20","Departed"
"Moscow","SU 1862","SVO","2023/10/31 19:30","Departed"
"Moscow","JI 103","SVO","2023/10/31 19:30","Departed"
"Paris","AF 1060","CDG","2023/10/31 20:15","Departed"
"Paris","DL 8722","CDG","2023/10/31 20:15","Departed"
"Paris","KL 2447","CDG","2023/10/31 20:15","Departed"
"St.Petersburg","FV 6925","LED","2023/10/31 20:30","Cancelled"
"Paris","3F 928","CDG","2023/10/31 21:40","Departed"
"Larnaca","CY 414","LCA","2023/10/31 21:40","Departed"
"Milan","W4 5567","MXP","2023/10/31 21:50","Departed"
"Sochi","A4 5029","AER","2023/10/31 21:55","Departed"
"Abu Dhabi","5W 7187","AUH","2023/10/31 22:20","Boarding"
"Tbilisi","3F 584","TBS","2023/10/31 23:00","Ontime"
"Larnaca","W6 4549","LCA","2023/10/31 23:05","Ontime"
"Doha","QR 285","DOH","2023/11/01 00:15","Ontime"
"Ufa","5G 101","UFA","2023/11/01 02:10","Ontime"
"Moscow","UT 785","VKO","2023/11/01 02:30","Ontime"
"St.Petersburg","G6 427","LED","2023/11/01 03:00","Ontime"
"Athens","A3 898","ATH","2023/11/01 04:25","Ontime"
"Vienna","OS 641","VIE","2023/11/01 04:40","Ontime"
"Vienna","UA 9827","VIE","2023/11/01 04:40","Ontime"
"Vienna","LH 6446","VIE","2023/11/01 04:40","Ontime"
"Moscow","G6 406","DME","2023/11/01 04:55","Ontime"
"Moscow","SU 1964","SVO","2023/11/01 05:35","Ontime"
"Kishinev","3F 534","KIV","2023/11/01 06:10","Ontime"
"Mineralnye Vody","A4 6031","MRV","2023/11/01 07:25","Ontime"
"Moscow","5G 710","SVO","2023/11/01 07:45","Ontime"
"Moscow","3F 326","VKO","2023/11/01 09:20","Cancelled"
"Sochi","G6 402","AER","2023/11/01 09:45","Ontime"
"Moscow","JI 101","SVO","2023/11/01 10:20","Ontime"
"Larnaca","W6 4549","LCA","2023/11/01 10:50","Ontime"
"Dubai","FZ 717","DXB","2023/11/01 11:30","Ontime"
"Sharjah","G9 244","SHJ","2023/11/01 11:30","Ontime"
"Abu Dhabi","5W 7013","AUH","2023/11/01 11:50","Ontime"
"Moscow","WZ 4321","DME","2023/11/01 12:20","Ontime"
"Novosibirsk","S7 5591","OVB","2023/11/01 12:40","Ontime"
"Vienna","W4 2891","VIE","2023/11/01 12:40","Ontime"
"Milan","W4 5567","MXP","2023/11/01 13:10","Ontime"
"Moscow","SU 1864","SVO","2023/11/01 13:25","Ontime"
"Rome","W4 8335","FCO","2023/11/01 13:45","Ontime"
"Batumi","JI 301","BUS","2023/11/01 14:35","Ontime"
"Sochi","JI 123","AER","2023/11/01 15:05","Ontime"
"Sharm El Sheikh","3F 7642","SSH","2023/11/01 15:20","Ontime"
"Mineralnye Vody","FV 6933","MRV","2023/11/01 15:40","Ontime"
"Moscow","G6 404","DME","2023/11/01 15:45","Ontime"
"Nizhny Novgorod","WZ 1347","GOJ","2023/11/01 16:05","Ontime"
"Moscow","SU 1860","SVO","2023/11/01 16:25","Ontime"
"Mineralnye Vody","3F 362","MRV","2023/11/01 16:40","Ontime"
"Sochi","FV 6719","AER","2023/11/01 17:00","Ontime"
"Samara","FV 6949","KUF","2023/11/01 17:20","Ontime"
"Tehran","6A 222","IKA","2023/11/01 17:35","Ontime"
"Moscow","A4 7029","VKO","2023/11/01 17:35","Ontime"
"Kishinev","3F 868","KIV","2023/11/01 18:30","Ontime"
"Moscow","3F 316","DME","2023/11/01 18:30","Ontime"
"Paris","TO 7490","ORY","2023/11/01 18:35","Ontime"
"Larnaca","W6 4557","LCA","2023/11/01 18:55","Ontime"
"Moscow","5G 510","VKO","2023/11/01 19:10","Ontime"
"Moscow","SU 1862","SVO","2023/11/01 19:30","Ontime"
"Venice","W4 5483","VCE","2023/11/01 20:10","Ontime"
"St.Petersburg","FV 6925","LED","2023/11/01 20:30","Ontime"
"Sochi","WZ 4329","AER","2023/11/01 21:00","Ontime"
"Doha","QR 287","DOH","2023/11/01 21:05","Ontime"
"Sochi","3F 350","AER","2023/11/01 21:40","Ontime"
"Mineralnye Vody","A4 6029","MRV","2023/11/01 22:55","Ontime"
"Perm","5G 777","PEE","2023/11/01 23:35","Ontime"
"Moscow","JI 105","SVO","2023/11/01 23:50","Ontime"
"Doha","QR 285","DOH","2023/11/02 00:15","Departed"
"Moscow","SU 1865","SVO","2023/10/31 14:20","Departed"
"Rome","W4 8336","FCO","2023/10/31 14:20","Departed"
"Moscow","WZ 4340","ZIA","2023/10/31 14:40","Departed"
"Mineralnye Vody","A4 6030","MRV","2023/10/31 14:55","Departed"
"Chelyabinsk","WZ 1226","CEK","2023/10/31 15:05","Departed"
"Tehran","IRB 9725","IKA","2023/10/31 15:40","Departed"
"Sochi","FV 6720","AER","2023/10/31 16:15","Departed"
"St.Petersburg","G6 426","LED","2023/10/31 16:45","Departed"
"Moscow","SU 1861","SVO","2023/10/31 17:20","Departed"
"Samara","WZ 1356","KUF","2023/10/31 18:00","Departed"
"St.Petersburg","UT 794","LED","2023/10/31 18:05","Departed"
"Moscow","A4 7030","VKO","2023/10/31 18:25","Departed"
"Kazan","WZ 4678","KZN","2023/10/31 19:00","Cancelled"
"Ufa","5G 100","UFA","2023/10/31 19:30","Departed"
"Tbilisi","3F 583","TBS","2023/10/31 19:50","Departed"
"Yekaterinburg","WZ 1130","SVX","2023/10/31 20:00","Departed"
"Moscow","SU 1863","SVO","2023/10/31 20:30","Departed"
"Moscow","G6 405","DME","2023/10/31 20:30","Departed"
"St.Petersburg","FV 6926","LED","2023/10/31 21:30","Departed"
"Kishinev","3F 533","KIV","2023/10/31 21:45","Departed"
"Milan","W4 5568","MXP","2023/10/31 22:25","Departed"
"Larnaca","CY 415","LCA","2023/10/31 22:35","Cancelled"
"Sochi","A4 5030","AER","2023/10/31 22:45","Departed"
"Abu Dhabi","5W 7188","AUH","2023/10/31 22:55","Departed"
"Larnaca","W6 4550","LCA","2023/10/31 23:40","Departed"
"Moscow","5G 709","SVO","2023/10/31 23:45","Departed"
"Moscow","3F 325","VKO","2023/11/01 01:30","Boarding"
"Moscow","JI 100","SVO","2023/11/01 02:10","Ontime"
"Doha","QR 286","DOH","2023/11/01 03:00","Ontime"
"Moscow","UT 786","VKO","2023/11/01 03:55","Ontime"
"Athens","A3 899","ATH","2023/11/01 05:20","Ontime"
"Vienna","OS 642","VIE","2023/11/01 05:45","Ontime"
"Vienna","LH 6445","VIE","2023/11/01 05:45","Ontime"
"Vienna","UA 9828","VIE","2023/11/01 05:45","Ontime"
"Sochi","G6 401","AER","2023/11/01 06:00","Ontime"
"Moscow","SU 1965","SVO","2023/11/01 06:35","Ontime"
"Moscow","G6 403","DME","2023/11/01 07:15","Ontime"
"Sharm El Sheikh","3F 7641","SSH","2023/11/01 07:50","Ontime"
"Mineralnye Vody","A4 6032","MRV","2023/11/01 08:15","Ontime"
"Paris","AF 1061","CDG","2023/11/01 09:25","Ontime"
"Paris","KL 2448","CDG","2023/11/01 09:25","Ontime"
"Paris","DL 8723","CDG","2023/11/01 09:25","Ontime"
"Moscow","3F 315","DME","2023/11/01 10:30","Cancelled"
"Moscow","5G 509","VKO","2023/11/01 11:10","Ontime"
"Sochi","JI 122","AER","2023/11/01 11:20","Ontime"
"Batumi","JI 300","BUS","2023/11/01 11:20","Ontime"
"Larnaca","W6 4550","LCA","2023/11/01 11:30","Ontime"
"Sharjah","G9 245","SHJ","2023/11/01 12:20","Ontime"
"Kishinev","3F 867","KIV","2023/11/01 12:20","Ontime"
"Abu Dhabi","5W 7014","AUH","2023/11/01 12:25","Ontime"
"Dubai","FZ 718","DXB","2023/11/01 12:30","Ontime"
"Moscow","WZ 4322","DME","2023/11/01 13:10","Ontime"
"Vienna","W4 2892","VIE","2023/11/01 13:15","Ontime"
"Mineralnye Vody","3F 361","MRV","2023/11/01 13:20","Ontime"
"Novosibirsk","S7 5592","OVB","2023/11/01 13:35","Ontime"
"Tehran","6A 221","IKA","2023/11/01 13:35","Ontime"
"Milan","W4 5568","MXP","2023/11/01 13:45","Ontime"
"Moscow","SU 1865","SVO","2023/11/01 14:20","Ontime"
"Rome","W4 8336","FCO","2023/11/01 14:20","Ontime"
"Perm","5G 776","PEE","2023/11/01 15:15","Ontime"
"Moscow","JI 104","SVO","2023/11/01 15:50","Ontime"
"St.Petersburg","G6 426","LED","2023/11/01 16:45","Ontime"
"Nizhny Novgorod","WZ 1348","GOJ","2023/11/01 16:55","Ontime"
"Moscow","SU 1861","SVO","2023/11/01 17:20","Ontime"
"Sochi","FV 6720","AER","2023/11/01 17:50","Ontime"
"Sochi","3F 349","AER","2023/11/01 18:00","Ontime"
"Samara","FV 6950","KUF","2023/11/01 18:20","Ontime"
"Moscow","A4 7030","VKO","2023/11/01 18:25","Ontime"
"Mineralnye Vody","FV 6934","MRV","2023/11/01 18:40","Ontime"
"Paris","TO 7491","ORY","2023/11/01 19:30","Ontime"
"Larnaca","W6 4558","LCA","2023/11/01 19:30","Ontime"
"Moscow","SU 1863","SVO","2023/11/01 20:30","Ontime"
"Moscow","G6 405","DME","2023/11/01 20:30","Ontime"
"Venice","W4 5484","VCE","2023/11/01 20:45","Ontime"
"St.Petersburg","FV 6926","LED","2023/11/01 21:30","Ontime"
"Kishinev","3F 533","KIV","2023/11/01 21:45","Ontime"
"Sochi","WZ 4330","AER","2023/11/01 21:50","Ontime"
"Doha","QR 288","DOH","2023/11/01 22:05","Ontime"
"St.Petersburg","3F 333","LED","2023/11/01 23:30","Ontime"
"Moscow","5G 709","SVO","2023/11/01 23:45","Ontime"
"Mineralnye Vody","A4 6030","MRV","2023/11/01 23:45","Ontime"
"Moscow","3F 325","VKO","2023/11/02 01:30","Departed"
"Paris","3F 928","CDG","2023/10/31 21:40","Departed"
"Milan","W4 5567","MXP","2023/10/31 21:50","Departed"
"Tbilisi","3F 584","TBS","2023/10/31 23:00","Departed"
"Larnaca","W6 4549","LCA","2023/10/31 23:05","Cancelled"
"Doha","QR 285","DOH","2023/11/01 00:15","Departed"
"Ufa","5G 101","UFA","2023/11/01 02:10","Departed"
"Moscow","UT 785","VKO","2023/11/01 02:30","Departed"
"St.Petersburg","G6 427","LED","2023/11/01 03:00","Departed"
"Athens","A3 898","ATH","2023/11/01 04:25","Departed"
"Vienna","OS 641","VIE","2023/11/01 04:40","Departed"
"Vienna","UA 9827","VIE","2023/11/01 04:40","Departed"
"Vienna","LH 6446","VIE","2023/11/01 04:40","Departed"
"Moscow","G6 406","DME","2023/11/01 04:55","Departed"
"Moscow","SU 1964","SVO","2023/11/01 05:35","Departed"
"Kishinev","3F 534","KIV","2023/11/01 06:10","Departed"
"Mineralnye Vody","A4 6031","MRV","2023/11/01 07:25","Departed"
"Moscow","5G 710","SVO","2023/11/01 07:45","Departed"
"Moscow","3F 326","VKO","2023/11/01 09:20","Departed"
"Sochi","G6 402","AER","2023/11/01 09:45","Departed"
"Moscow","JI 101","SVO","2023/11/01 10:20","Departed"
"Larnaca","W6 4549","LCA","2023/11/01 10:50","Departed"
"Dubai","FZ 717","DXB","2023/11/01 11:30","Departed"
"Sharjah","G9 244","SHJ","2023/11/01 11:30","Departed"
"Abu Dhabi","5W 7013","AUH","2023/11/01 11:50","Boarding"
"Moscow","WZ 4321","DME","2023/11/01 12:20","Cancelled"
"Novosibirsk","S7 5591","OVB","2023/11/01 12:40","Boarding"
"Vienna","W4 2891","VIE","2023/11/01 12:40","Boarding"
"Milan","W4 5567","MXP","2023/11/01 13:10","Boarding"
"Moscow","SU 1864","SVO","2023/11/01 13:25","Ontime"
"Rome","W4 8335","FCO","2023/11/01 13:45","Ontime"
"Batumi","JI 301","BUS","2023/11/01 14:35","Ontime"
"Sochi","JI 123","AER","2023/11/01 15:05","Ontime"
"Sharm El Sheikh","3F 7642","SSH","2023/11/01 15:20","Ontime"
"Mineralnye Vody","FV 6933","MRV","2023/11/01 15:40","Ontime"
"Moscow","G6 404","DME","2023/11/01 15:45","Ontime"
"Nizhny Novgorod","WZ 1347","GOJ","2023/11/01 16:05","Ontime"
"Moscow","SU 1860","SVO","2023/11/01 16:25","Ontime"
"Mineralnye Vody","3F 362","MRV","2023/11/01 16:40","Ontime"
"Sochi","FV 6719","AER","2023/11/01 17:00","Ontime"
"Samara","FV 6949","KUF","2023/11/01 17:20","Ontime"
"Tehran","6A 222","IKA","2023/11/01 17:35","Ontime"
"Moscow","A4 7029","VKO","2023/11/01 17:35","Ontime"
"Kishinev","3F 868","KIV","2023/11/01 18:30","Ontime"
"Moscow","3F 316","DME","2023/11/01 18:30","Ontime"
"Paris","TO 7490","ORY","2023/11/01 18:35","Ontime"
"Larnaca","W6 4557","LCA","2023/11/01 18:55","Ontime"
"Moscow","5G 510","VKO","2023/11/01 19:10","Ontime"
"Moscow","SU 1862","SVO","2023/11/01 19:30","Ontime"
"Venice","W4 5483","VCE","2023/11/01 20:10","Ontime"
"St.Petersburg","FV 6925","LED","2023/11/01 20:30","Ontime"
"Sochi","WZ 4329","AER","2023/11/01 21:00","Ontime"
"Doha","QR 287","DOH","2023/11/01 21:05","Ontime"
"Sochi","3F 350","AER","2023/11/01 21:40","Ontime"
"Mineralnye Vody","A4 6029","MRV","2023/11/01 22:55","Ontime"
"Perm","5G 777","PEE","2023/11/01 23:35","Ontime"
"Moscow","JI 105","SVO","2023/11/01 23:50","Ontime"
"Doha","QR 285","DOH","2023/11/02 00:15","Ontime"
"Moscow","UT 785","VKO","2023/11/02 02:30","Ontime"
"St.Petersburg","G6 427","LED","2023/11/02 03:00","Ontime"
"Frankfurt","LH 1560","FRA","2023/11/02 03:55","Ontime"
"Minsk","B2 733","MSQ","2023/11/02 04:05","Ontime"
"Athens","A3 898","ATH","2023/11/02 04:25","Ontime"
"Moscow","G6 406","DME","2023/11/02 04:55","Ontime"
"Moscow","SU 1964","SVO","2023/11/02 05:35","Ontime"
"Kishinev","3F 534","KIV","2023/11/02 06:10","Ontime"
"Sharm El Sheikh","AMV 4112","SSH","2023/11/02 07:00","Ontime"
"Sharm El Sheikh","FT 261","SSH","2023/11/02 07:35","Ontime"
"Moscow","5G 710","SVO","2023/11/02 07:45","Ontime"
"Sharm El Sheikh","SM 993","SSH","2023/11/02 08:25","Ontime"
"Moscow","3F 326","VKO","2023/11/02 09:20","Ontime"
"St.Petersburg","3F 334","LED","2023/11/02 09:20","Ontime"
"Kishinev","3F 533","KIV","2023/10/31 21:45","Ontime"
"Milan","W4 5568","MXP","2023/10/31 22:25","Ontime"
"Larnaca","CY 415","LCA","2023/10/31 22:35","Ontime"
"Sochi","A4 5030","AER","2023/10/31 22:45","Ontime"
"Abu Dhabi","5W 7188","AUH","2023/10/31 22:55","Departed"
"Larnaca","W6 4550","LCA","2023/10/31 23:40","Departed"
"Moscow","5G 709","SVO","2023/10/31 23:45","Departed"
"Moscow","3F 325","VKO","2023/11/01 01:30","Cancelled"
"Moscow","JI 100","SVO","2023/11/01 02:10","Departed"
"Doha","QR 286","DOH","2023/11/01 03:00","Departed"
"Moscow","UT 786","VKO","2023/11/01 03:55","Departed"
"Athens","A3 899","ATH","2023/11/01 05:20","Departed"
"Vienna","OS 642","VIE","2023/11/01 05:45","Departed"
"Vienna","LH 6445","VIE","2023/11/01 05:45","Departed"
"Vienna","UA 9828","VIE","2023/11/01 05:45","Departed"
"Sochi","G6 401","AER","2023/11/01 06:00","Departed"
"Moscow","SU 1965","SVO","2023/11/01 06:35","Departed"
"Moscow","G6 403","DME","2023/11/01 07:15","Departed"
"Sharm El Sheikh","3F 7641","SSH","2023/11/01 07:50","Departed"
"Mineralnye Vody","A4 6032","MRV","2023/11/01 08:15","Departed"
"Paris","AF 1061","CDG","2023/11/01 09:25","Departed"
"Paris","KL 2448","CDG","2023/11/01 09:25","Departed"
"Paris","DL 8723","CDG","2023/11/01 09:25","Departed"
"Moscow","3F 315","DME","2023/11/01 10:30","Departed"
"Moscow","5G 509","VKO","2023/11/01 11:10","Departed"
"Sochi","JI 122","AER","2023/11/01 11:20","Departed"
"Batumi","JI 300","BUS","2023/11/01 11:20","Departed"
"Larnaca","W6 4550","LCA","2023/11/01 11:30","Boarding"
"Sharjah","G9 245","SHJ","2023/11/01 12:20","Cancelled"
"Kishinev","3F 867","KIV","2023/11/01 12:20","Boarding"
"Abu Dhabi","5W 7014","AUH","2023/11/01 12:25","Boarding"
"Dubai","FZ 718","DXB","2023/11/01 12:30","Boarding"
"Moscow","WZ 4322","DME","2023/11/01 13:10","Ontime"
"Vienna","W4 2892","VIE","2023/11/01 13:15","Ontime"
"Mineralnye Vody","3F 361","MRV","2023/11/01 13:20","Ontime"
"Novosibirsk","S7 5592","OVB","2023/11/01 13:35","Ontime"
"Tehran","6A 221","IKA","2023/11/01 13:35","Ontime"
"Milan","W4 5568","MXP","2023/11/01 13:45","Ontime"
"Moscow","SU 1865","SVO","2023/11/01 14:20","Ontime"
"Rome","W4 8336","FCO","2023/11/01 14:20","Ontime"
"Perm","5G 776","PEE","2023/11/01 15:15","Ontime"
"Moscow","JI 104","SVO","2023/11/01 15:50","Ontime"
"St.Petersburg","G6 426","LED","2023/11/01 16:45","Ontime"
"Nizhny Novgorod","WZ 1348","GOJ","2023/11/01 16:55","Ontime"
"Moscow","SU 1861","SVO","2023/11/01 17:20","Ontime"
"Sochi","FV 6720","AER","2023/11/01 17:50","Ontime"
"Sochi","3F 349","AER","2023/11/01 18:00","Ontime"
"Samara","FV 6950","KUF","2023/11/01 18:20","Ontime"
"Moscow","A4 7030","VKO","2023/11/01 18:25","Ontime"
"Mineralnye Vody","FV 6934","MRV","2023/11/01 18:40","Ontime"
"Paris","TO 7491","ORY","2023/11/01 19:30","Ontime"
"Larnaca","W6 4558","LCA","2023/11/01 19:30","Ontime"
"Moscow","SU 1863","SVO","2023/11/01 20:30","Ontime"
"Moscow","G6 405","DME","2023/11/01 20:30","Ontime"
"Venice","W4 5484","VCE","2023/11/01 20:45","Ontime"
"St.Petersburg","FV 6926","LED","2023/11/01 21:30","Ontime"
"Kishinev","3F 533","KIV","2023/11/01 21:45","Ontime"
"Sochi","WZ 4330","AER","2023/11/01 21:50","Ontime"
"Doha","QR 288","DOH","2023/11/01 22:05","Ontime"
"St.Petersburg","3F 333","LED","2023/11/01 23:30","Ontime"
"Moscow","5G 709","SVO","2023/11/01 23:45","Ontime"
"Mineralnye Vody","A4 6030","MRV","2023/11/01 23:45","Ontime"
"Moscow","3F 325","VKO","2023/11/02 01:30","Ontime"
"Doha","QR 286","DOH","2023/11/02 03:00","Ontime"
"Moscow","UT 786","VKO","2023/11/02 03:55","Ontime"
"Minsk","B2 734","MSQ","2023/11/02 04:55","Ontime"
"Frankfurt","LH 1561","FRA","2023/11/02 05:05","Ontime"
"Athens","A3 899","ATH","2023/11/02 05:20","Ontime"
"Moscow","SU 1965","SVO","2023/11/02 06:35","Ontime"
"Moscow","G6 403","DME","2023/11/02 07:15","Ontime"
"Moscow","JI 102","SVO","2023/11/02 07:15","Ontime"
"Sharm El Sheikh","AMV 4113","SSH","2023/11/02 07:50","Ontime"
"St.Petersburg","G6 426","LED","2023/11/02 08:15","Ontime"
"Sharm El Sheikh","FT 262","SSH","2023/11/02 08:30","Ontime"
"Sharm El Sheikh","SM 994","SSH","2023/11/02 09:20","Ontime"
"Moscow","SU 1864","SVO","2023/11/01 13:25","Departed"
"Rome","W4 8335","FCO","2023/11/01 13:45","Departed"
"Batumi","JI 301","BUS","2023/11/01 14:35","Departed"
"Sochi","JI 123","AER","2023/11/01 15:05","Departed"
"Sharm El Sheikh","3F 7642","SSH","2023/11/01 15:20","Departed"
"Mineralnye Vody","FV 6933","MRV","2023/11/01 15:40","Departed"
"Moscow","G6 404","DME","2023/11/01 15:45","Departed"
"Nizhny Novgorod","WZ 1347","GOJ","2023/11/01 16:05","Departed"
"Moscow","SU 1860","SVO","2023/11/01 16:25","Departed"
"Mineralnye Vody","3F 362","MRV","2023/11/01 16:40","Departed"
"Sochi","FV 6719","AER","2023/11/01 17:00","Departed"
"Samara","FV 6949","KUF","2023/11/01 17:20","Departed"
"Tehran","6A 222","IKA","2023/11/01 17:35","Departed"
"Moscow","A4 7029","VKO","2023/11/01 17:35","Departed"
"Kishinev","3F 868","KIV","2023/11/01 18:30","Departed"
"Moscow","3F 316","DME","2023/11/01 18:30","Departed"
"Paris","TO 7490","ORY","2023/11/01 18:35","Departed"
"Larnaca","W6 4557","LCA","2023/11/01 18:55","Departed"
"Moscow","5G 510","VKO","2023/11/01 19:10","Departed"
"Moscow","SU 1862","SVO","2023/11/01 19:30","Departed"
"Venice","W4 5483","VCE","2023/11/01 20:10","Departed"
"St.Petersburg","FV 6925","LED","2023/11/01 20:30","Departed"
"Sochi","WZ 4329","AER","2023/11/01 21:00","Departed"
"Doha","QR 287","DOH","2023/11/01 21:05","Departed"
"Sochi","3F 350","AER","2023/11/01 21:40","Departed"
"Mineralnye Vody","A4 6029","MRV","2023/11/01 22:55","Departed"
"Perm","5G 777","PEE","2023/11/01 23:35","Departed"
"Moscow","JI 105","SVO","2023/11/01 23:50","Departed"
"Doha","QR 285","DOH","2023/11/02 00:15","Departed"
"Moscow","UT 785","VKO","2023/11/02 02:30","Boarding"
"St.Petersburg","G6 427","LED","2023/11/02 03:00","Ontime"
"Frankfurt","LH 1560","FRA","2023/11/02 03:55","Ontime"
"Minsk","B2 733","MSQ","2023/11/02 04:05","Ontime"
"Athens","A3 898","ATH","2023/11/02 04:25","Ontime"
"Moscow","G6 406","DME","2023/11/02 04:55","Ontime"
"Moscow","SU 1964","SVO","2023/11/02 05:35","Ontime"
"Kishinev","3F 534","KIV","2023/11/02 06:10","Ontime"
"Sharm El Sheikh","AMV 4112","SSH","2023/11/02 07:00","Ontime"
"Sharm El Sheikh","FT 261","SSH","2023/11/02 07:35","Ontime"
"Moscow","5G 710","SVO","2023/11/02 07:45","Ontime"
"Sharm El Sheikh","SM 993","SSH","2023/11/02 08:25","Ontime"
"Moscow","3F 326","VKO","2023/11/02 09:20","Ontime"
"St.Petersburg","3F 334","LED","2023/11/02 09:20","Ontime"
"Dubai","FZ 717","DXB","2023/11/02 11:30","Ontime"
"Abu Dhabi","5W 7013","AUH","2023/11/02 11:50","Ontime"
"Larnaca","CY 414","LCA","2023/11/02 12:35","Ontime"
"Mineralnye Vody","A4 6031","MRV","2023/11/02 12:35","Ontime"
"Beirut","ME 275","BEY","2023/11/02 13:15","Ontime"
"Moscow","SU 1864","SVO","2023/11/02 13:25","Earlier"
"Rome","W4 8335","FCO","2023/11/02 13:45","Ontime"
"Moscow","WZ 4339","ZIA","2023/11/02 13:55","Ontime"
"Moscow","JI 103","SVO","2023/11/02 14:45","Ontime"
"Yekaterinburg","SU 616","SVX","2023/11/02 14:55","Ontime"
"Moscow","G6 404","DME","2023/11/02 15:45","Ontime"
"Tehran","QB 2251","IKA","2023/11/02 16:00","Ontime"
"Moscow","SU 1860","SVO","2023/11/02 16:25","Ontime"
"Volgograd","FV 6945","VOG","2023/11/02 16:30","Delay"
"Tehran","SHI 7326","IKA","2023/11/02 17:35","Ontime"
"Moscow","A4 7029","VKO","2023/11/02 17:35","Ontime"
"St.Petersburg","G6 427","LED","2023/11/02 18:30","Ontime"
"Kishinev","3F 868","KIV","2023/11/02 18:30","Ontime"
"Larnaca","3F 872","LCA","2023/11/02 18:30","Ontime"
"Moscow","3F 316","DME","2023/11/02 18:30","Ontime"
"Larnaca","W6 4549","LCA","2023/11/02 19:05","Ontime"
"Moscow","SU 1862","SVO","2023/11/02 19:30","Ontime"
"Abu Dhabi","5W 7187","AUH","2023/11/02 20:00","Ontime"
"Paris","AF 1060","CDG","2023/11/02 20:15","Ontime"
"Paris","DL 8722","CDG","2023/11/02 20:15","Delay"
"Paris","KL 2447","CDG","2023/11/02 20:15","Ontime"
"St.Petersburg","FV 6923","LED","2023/11/02 20:45","Ontime"
